column,type,description,SeqId,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Type,ColCheck,n_unique,n_missing,pct_missing
UCN3.10756.34.3,numeric,Urocortin-3 (UCN3),10756-34,SL012761,Urocortin-3,UCN3,Q969E3,114131,UCN3,Human,Protein,PASS,117,0,0
KERA.10758.2.3,numeric,Keratocan (KERA),10758-2,SL012375,Keratocan,KERA,O60938,11081,KERA,Human,Protein,PASS,151,0,0
GRIA4.10760.107.3,numeric,Glutamate receptor 4 (GRIA4),10760-107,SL018367,Glutamate receptor 4,GRIA4,P48058,2893,GRIA4,Human,Protein,PASS,150,0,0
TMED2.10761.5.3,numeric,Transmembrane emp24 domain-containing protein 2 (TMED2),10761-5,SL006541,Transmembrane emp24 domain-containing protein 2,TMED2,Q15363,10959,TMED2,Human,Protein,PASS,144,0,0
KLRG2.10762.2.3,numeric,,,,,,,,,,,,109,0,0
GPR64.10767.52.3,numeric,G-protein coupled receptor 64 (GPR64),10767-52,SL018836,G-protein coupled receptor 64,GPR64,Q8IZP9,10149,GPR64,Human,Protein,PASS,116,0,0
CSGALNACT2.10772.21.3,numeric,Chondroitin sulfate N-acetylgalactosaminyltransferase 2 (CSGALNACT2),10772-21,SL017976,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CGAT2,Q8N6G5,55454,CSGALNACT2,Human,Protein,PASS,117,0,0
CLEC4G.10781.19.3,numeric,C-type lectin domain family 4 member G (CLEC4G),10781-19,SL008886,C-type lectin domain family 4 member G,CLC4G,Q6UXB4,339390,CLEC4G,Human,Protein,PASS,152,0,0
LRRC52.10785.8.3,numeric,Leucine-rich repeat-containing protein 52 (LRRC52),10785-8,SL018337,Leucine-rich repeat-containing protein 52,LRC52,Q8N7C0,440699,LRRC52,Human,Protein,PASS,135,0,0
X.10791.21.3,numeric,Fc_MOUSE (),10791-21,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,82,0,0
CD300E.10798.4.3,numeric,CMRF35-like molecule 2 (CD300E),10798-4,SL018456,CMRF35-like molecule 2,CLM2,Q496F6,342510,CD300E,Human,Protein,PASS,107,0,0
SERPINH1.10800.15.3,numeric,,,,,,,,,,,,146,0,0
HSPA1A.10803.22.3,numeric,Heat shock 70 kDa protein 1A (HSPA1A),10803-22,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,Protein,PASS,150,0,0
KLRB1.10809.14.3,numeric,Killer cell lectin-like receptor subfamily B member 1 (KLRB1),10809-14,SL018479,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,3820,KLRB1,Human,Protein,PASS,104,0,0
CD1A.10814.7.3,numeric,T-cell surface glycoprotein CD1a (CD1A),10814-7,SL016708,T-cell surface glycoprotein CD1a,CD1A,P06126,909,CD1A,Human,Protein,PASS,133,0,0
HABP4.10815.2.3,numeric,Intracellular hyaluronan-binding protein 4 (HABP4),10815-2,SL018601,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,22927,HABP4,Human,Protein,PASS,120,0,0
PILRA.10816.150.3,numeric,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14 (PILRA),10816-150,SL022717,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA isoform FDF03-M14,Q9UKJ1,"",PILRA,Human,Protein,PASS,150,0,0
TOMM20L.10817.26.3,numeric,,,,,,,,,,,,144,0,0
SMPD1.10818.36.3,numeric,Sphingomyelin phosphodiesterase (SMPD1),10818-36,SL008921,Sphingomyelin phosphodiesterase,ASM,P17405,6609,SMPD1,Human,Protein,PASS,152,0,0
X.10823.19.3,numeric,Fc_MOUSE (),10823-19,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,128,0,0
VSIG10.10825.12.3,numeric,V-set and immunoglobulin domain-containing protein 10 (VSIG10),10825-12,SL018584,V-set and immunoglobulin domain-containing protein 10,VSI10,Q8N0Z9,54621,VSIG10,Human,Protein,PASS,105,0,0
LINGO3.10827.67.3,numeric,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 (LINGO3),10827-67,SL018590,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LIGO3,P0C6S8,645191,LINGO3,Human,Protein,PASS,152,0,0
EFCAB14.10830.5.3,numeric,EF-hand calcium-binding domain-containing protein 14 (EFCAB14),10830-5,SL018596,EF-hand calcium-binding domain-containing protein 14,K0494,O75071,9813,EFCAB14,Human,Protein,PASS,123,0,0
B4GALT6.10832.24.3,numeric,"Beta-1,4-galactosyltransferase 6 (B4GALT6)",10832-24,SL018597,"Beta-1,4-galactosyltransferase 6",B4GT6,Q9UBX8,9331,B4GALT6,Human,Protein,PASS,148,0,0
HHIP.10833.64.3,numeric,Hedgehog-interacting protein (HHIP),10833-64,SL012788,Hedgehog-interacting protein,HHIP,Q96QV1,64399,HHIP,Human,Protein,PASS,151,0,0
A4GNT.10835.25.3,numeric,"Alpha-1,4-N-acetylglucosaminyltransferase (A4GNT)",10835-25,SL018593,"Alpha-1,4-N-acetylglucosaminyltransferase",A4GCT,Q9UNA3,51146,A4GNT,Human,Protein,PASS,151,0,0
GCNT4.10842.7.3,numeric,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4 (GCNT4)",10842-7,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,Protein,PASS,133,0,0
SIGLEC15.10847.1.3,numeric,,,,,,,,,,,,150,0,0
BTNL3.10848.137.3,numeric,Butyrophilin-like protein 3 (BTNL3),10848-137,SL018632,Butyrophilin-like protein 3,BTNL3,Q6UXE8,10917,BTNL3,Human,Protein,PASS,117,0,0
EBI3.10851.77.3,numeric,Interleukin-27 subunit beta (EBI3),10851-77,SL007417,Interleukin-27 subunit beta,IL27B,Q14213,10148,EBI3,Human,Protein,PASS,151,0,0
HNRNPDL.10852.114.3,numeric,Heterogeneous nuclear ribonucleoprotein D-like (HNRNPDL),10852-114,SL012987,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL,O14979,9987,HNRNPDL,Human,Protein,PASS,137,0,0
SMEK1.10866.60.3,numeric,Serine/threonine-protein phosphatase 4 regulatory subunit 3A (SMEK1),10866-60,SL018833,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,P4R3A,Q6IN85,55671,SMEK1,Human,Protein,PASS,146,0,0
BRAT1.10876.300.3,numeric,BRCA1-associated ATM activator 1 (BRAT1),10876-300,SL018839,BRCA1-associated ATM activator 1,BRAT1,Q6PJG6,221927,BRAT1,Human,Protein,PASS,120,0,0
FAM163B.10880.38.3,numeric,Protein FAM163B (FAM163B),10880-38,SL018034,Protein FAM163B,F163B,P0C2L3,642968,FAM163B,Human,Protein,PASS,149,0,0
DSC1.10882.12.3,numeric,,,,,,,,,,,,140,0,0
C6orf89.10885.36.3,numeric,Bombesin receptor-activated protein C6orf89 (C6orf89),10885-36,SL016472,Bombesin receptor-activated protein C6orf89,CF089,Q6UWU4,221477,C6orf89,Human,Protein,PASS,134,0,0
X.10888.4.3,numeric,Fc_MOUSE (),10888-4,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,83,0,0
MRAP2.10889.2.3,numeric,Melanocortin-2 receptor accessory protein 2 (MRAP2),10889-2,SL017998,Melanocortin-2 receptor accessory protein 2,MRAP2,Q96G30,112609,MRAP2,Human,Protein,PASS,139,0,0
LCTL.10890.135.3,numeric,Lactase-like protein (LCTL),10890-135,SL018026,Lactase-like protein,LCTL,Q6UWM7,197021,LCTL,Human,Protein,PASS,134,0,0
OSMR.10892.8.3,numeric,Oncostatin-M-specific receptor subunit beta (OSMR),10892-8,SL007619,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,9180,OSMR,Human,Protein,PASS,142,0,0
TMPRSS11B.10895.28.3,numeric,Transmembrane protease serine 11B (TMPRSS11B),10895-28,SL017961,Transmembrane protease serine 11B,TM11B,Q86T26,132724,TMPRSS11B,Human,Protein,PASS,138,0,0
STMN2.10900.272.3,numeric,Stathmin-2 (STMN2),10900-272,SL013230,Stathmin-2,STMN2,Q93045,11075,STMN2,Human,Protein,PASS,150,0,0
ASPRV1.10902.53.3,numeric,Retroviral-like aspartic protease 1 (ASPRV1),10902-53,SL018040,Retroviral-like aspartic protease 1,APRV1,Q53RT3,151516,ASPRV1,Human,Protein,PASS,148,0,0
STX8.10903.50.3,numeric,Syntaxin-8 (STX8),10903-50,SL017987,Syntaxin-8,STX8,Q9UNK0,9482,STX8,Human,Protein,PASS,151,0,0
NTM.10907.116.3,numeric,Neurotrimin (NTM),10907-116,SL009074,Neurotrimin,NTRI,Q9P121,50863,NTM,Human,Protein,PASS,152,0,0
GALNT13.10908.2.3,numeric,Polypeptide N-acetylgalactosaminyltransferase 13 (GALNT13),10908-2,SL017992,Polypeptide N-acetylgalactosaminyltransferase 13,GLT13,Q8IUC8,114805,GALNT13,Human,Protein,PASS,152,0,0
CEACAM4.10910.6.3,numeric,Carcinoembryonic antigen-related cell adhesion molecule 4 (CEACAM4),10910-6,SL018022,Carcinoembryonic antigen-related cell adhesion molecule 4,CEAM4,O75871,1089,CEACAM4,Human,Protein,PASS,128,0,0
X.10914.4.3,numeric,,,,,,,,,,,,143,0,0
PLA2R1.10916.44.3,numeric,Secretory phospholipase A2 receptor (PLA2R1),10916-44,SL013523,Secretory phospholipase A2 receptor,PLA2R,Q13018,22925,PLA2R1,Human,Protein,PASS,151,0,0
GNGT2.10917.40.3,numeric,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2 (GNGT2),10917-40,SL006983,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GBGT2,O14610,2793,GNGT2,Human,Protein,PASS,114,0,0
CYB5D2.10924.258.3,numeric,Neuferricin (CYB5D2),10924-258,SL018077,Neuferricin,NEUFC,Q8WUJ1,124936,CYB5D2,Human,Protein,PASS,85,0,0
X.10927.65.3,numeric,Fc_MOUSE (),10927-65,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,111,0,0
CALN1.10933.107.3,numeric,Calcium-binding protein 8 (CALN1),10933-107,SL018094,Calcium-binding protein 8,CABP8,Q9BXU9,83698,CALN1,Human,Protein,PASS,136,0,0
CD58.10938.13.3,numeric,Lymphocyte function-associated antigen 3 (CD58),10938-13,SL003442,Lymphocyte function-associated antigen 3,sLFA-3,P19256,965,CD58,Human,Protein,PASS,143,0,0
PLEKHA4.10939.16.3,numeric,Pleckstrin homology domain-containing family A member 4 (PLEKHA4),10939-16,SL018105,Pleckstrin homology domain-containing family A member 4,PKHA4,Q9H4M7,57664,PLEKHA4,Human,Protein,PASS,103,0,0
SRL.10940.25.3,numeric,Sarcalumenin (SRL),10940-25,SL008242,Sarcalumenin,SRCA,Q86TD4,6345,SRL,Human,Protein,PASS,116,0,0
X.10943.36.3,numeric,Fc_MOUSE (),10943-36,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,112,0,0
STX6.10945.11.3,numeric,Syntaxin-6 (STX6),10945-11,SL006065,Syntaxin-6,Syntaxin-6,O43752,10228,STX6,Human,Protein,PASS,147,0,0
PLD3.10948.14.3,numeric,Phospholipase D3 (PLD3),10948-14,SL008958,Phospholipase D3,PLD3,Q8IV08,23646,PLD3,Human,Protein,PASS,147,0,0
RPLP2.10949.59.3,numeric,60S acidic ribosomal protein P2 (RPLP2),10949-59,SL008009,60S acidic ribosomal protein P2,RLA2,P05387,6181,RPLP2,Human,Protein,PASS,102,0,0
CLEC2A.10953.14.3,numeric,C-type lectin domain family 2 member A (CLEC2A),10953-14,SL018252,C-type lectin domain family 2 member A,CLC2A,Q6UVW9,387836,CLEC2A,Human,Protein,PASS,113,0,0
CLEC10A.10955.4.3,numeric,C-type lectin domain family 10 member A (CLEC10A),10955-4,SL014095,C-type lectin domain family 10 member A,CLC10,Q8IUN9,10462,CLEC10A,Human,Protein,PASS,138,0,0
GCSH.10956.82.3,numeric,"Glycine cleavage system H protein, mitochondrial (GCSH)",10956-82,SL009212,"Glycine cleavage system H protein, mitochondrial",GCSH,P23434,2653,GCSH,Human,Protein,PASS,112,0,0
BET1L.10959.125.3,numeric,BET1-like protein (BET1L),10959-125,SL005478,BET1-like protein,BET1L,Q9NYM9,51272,BET1L,Human,Protein,PASS,116,0,0
RARRES3.10961.15.3,numeric,Retinoic acid receptor responder protein 3 (RARRES3),10961-15,SL015329,Retinoic acid receptor responder protein 3,TIG3,Q9UL19,5920,RARRES3,Human,Protein,PASS,120,0,0
X.10962.46.3,numeric,Fc_MOUSE (),10962-46,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,"","",Mouse,Protein,PASS,133,0,0
SPINK7.10974.20.3,numeric,Serine protease inhibitor Kazal-type 7 (SPINK7),10974-20,SL012454,Serine protease inhibitor Kazal-type 7,ISK7,P58062,84651,SPINK7,Human,Protein,PASS,133,0,0
MUCL1.10975.59.3,numeric,Mucin-like protein 1 (MUCL1),10975-59,SL008738,Mucin-like protein 1,MUCL1,Q96DR8,118430,MUCL1,Human,Protein,PASS,116,0,0
UCMA.10977.55.3,numeric,Unique cartilage matrix-associated protein (UCMA),10977-55,SL017252,Unique cartilage matrix-associated protein,UCMA,Q8WVF2,221044,UCMA,Human,Protein,PASS,151,0,0
GH2.10978.39.3,numeric,Growth hormone variant (GH2),10978-39,SL009327,Growth hormone variant,SOM2,P01242,2689,GH2,Human,Protein,PASS,114,0,0
NRG3.10981.56.3,numeric,"Pro-neuregulin-3, membrane-bound isoform (NRG3)",10981-56,SL013799,"Pro-neuregulin-3, membrane-bound isoform",NRG3,P56975,10718,NRG3,Human,Protein,PASS,152,0,0
LRRK2.10990.21.3,numeric,Leucine-rich repeat serine/threonine-protein kinase 2 (LRRK2),10990-21,SL017128,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,"",LRRK2,Human,Protein,PASS,148,0,0
BGLAP.11067.13.3,numeric,Osteocalcin (BGLAP),11067-13,SL001791,Osteocalcin,Osteocalcin,P02818,632,BGLAP,Human,Protein,PASS,150,0,0
IL5.11071.1.3,numeric,Interleukin-5 (IL5),11071-1,SL000481,Interleukin-5,IL-5,P05113,3567,IL5,Human,Protein,PASS,106,0,0
IGHA1.IGHA2.11089.7.3,numeric,Immunoglobulin A (IGHA1.IGHA2),11089-7,SL000459,Immunoglobulin A,IgA,P01876 P01877,3493 3494,IGHA1.IGHA2,Human,Protein,PASS,152,0,0
CLC.11094.104.3,numeric,Galectin-10 (CLC),11094-104,SL007361,Galectin-10,LPPL,Q05315,1178,CLC,Human,Protein,PASS,137,0,0
N6AMT1.11096.57.3,numeric,HemK methyltransferase family member 2 (N6AMT1),11096-57,SL018921,HemK methyltransferase family member 2,HEMK2,Q9Y5N5,29104,N6AMT1,Human,Protein,PASS,144,0,0
PDXK.11098.1.3,numeric,Pyridoxal kinase (PDXK),11098-1,SL007953,Pyridoxal kinase,PDXK,O00764,8566,PDXK,Human,Protein,PASS,132,0,0
TLR4.11101.18.3,numeric,Toll-like receptor 4 (TLR4),11101-18,SL004489,Toll-like receptor 4,TLR4,O00206,7099,TLR4,Human,Protein,PASS,88,0,0
REG4.11102.22.3,numeric,Regenerating islet-derived protein 4 (REG4),11102-22,SL012561,Regenerating islet-derived protein 4,REG4,Q9BYZ8,83998,REG4,Human,Protein,PASS,147,0,0
